moniker,centralised_exchange_wallet,remarks,val_address,acc_address,prop_69_vote,tokens,shares,ts_ratio,height
Sanka Network,,JAILED,cosmosvaloper1uyt0yuv7cz7ppwefl9ths336ln7ysvg2jlj76t,cosmos1uyt0yuv7cz7ppwefl9ths336ln7ysvg2htxtkc,,52966250,52966250,1,10562840
,,JAILED,cosmosvaloper1p42rgfdq500nlt387l4f0vfv5p90dl6ftr8jds,cosmos1p42rgfdq500nlt387l4f0vfv5p90dl6fwhn8pr,,47662336,47662336,1,10562840
lino-network,,JAILED,cosmosvaloper1mrnrqgl4d5hqsfdcgnjfarjnlk43rs89gyz94x,cosmos1mrnrqgl4d5hqsfdcgnjfarjnlk43rs89dskse4,,45996400,46001000,0.9999000022,10562840
melange,,JAILED,cosmosvaloper1cz6q5nys0tgupq2mt99amsltepglxqgwfs6fum,cosmos1cz6q5nys0tgupq2mt99amsltepglxqgwvywusg,,45729023,45729023,1,10562840
CryptoGoose,,JAILED,cosmosvaloper1qmr8acxu0d9ytase8v9mza6k96y479getstqn2,cosmos1qmr8acxu0d9ytase8v9mza6k96y479gewyl4le,,43587634,43587634,1,10562840
Messi,,JAILED,cosmosvaloper19mt9kqgt8a7y78cctaw9dk0z79a4r30hdfk3ys,cosmos19mt9kqgt8a7y78cctaw9dk0z79a4r30hgazygr,,39399000,39399000,1,10562840
MyCosmosValidator,,JAILED,cosmosvaloper1zf37grr7nxffaacqfdyw5laeetnxm546aqz6uj,cosmos1zf37grr7nxffaacqfdyw5laeetnxm546c5k0sp,,38535414,38539266.93,0.9999000259,10562840
Cobak,?,JAILED https://cobak.co.kr/,cosmosvaloper1ptz7xq0fanh4kfvp6fdhevkx90axaq7drwcwjl,cosmos1ptz7xq0fanh4kfvp6fdhevkx90axaq7dx6vm7v,,37475301,37479001,0.999901278,10562840
mythos-legacy,,JAILED,cosmosvaloper1w42lm7zv55jrh5ggpecg0v643qeatfkd9aqf3f,cosmos1w42lm7zv55jrh5ggpecg0v643qeatfkdqf5ua6,,36880080,36887455.96,0.9998000416,10562840
#NGC StakeX,,JAILED,cosmosvaloper1wukx88lfn7l4gfmrgsy96h6kf5tvrv3ucg502l,cosmos1wukx88lfn7l4gfmrgsy96h6kf5tvrv3uauq6xv,,32856607,32859889.48,0.9999001068,10562840
Validatrium.com - 0% fee,,Inactive,cosmosvaloper102zp2v3ysn8nhuk5q7lvxzsthg8usmw2c0s405,cosmos102zp2v3ysn8nhuk5q7lvxzsthg8usmw2amyqr8,,29900000,29900000,1,10562840
BTC.Secure,,JAILED,cosmosvaloper1wa9zrywwzzwcvarngjq3rrhv6z9gzw4htq3sv3,cosmos1wa9zrywwzzwcvarngjq3rrhv6z9gzw4hw599qz,,29686143,29689104.68,0.9999002437,10562840
Bitrue,yes,JAILED,cosmosvaloper1ewtwxeksk59k0an3etj3n93al64l5qws2jw02z,cosmos1ewtwxeksk59k0an3etj3n93al64l5qws0x66x3,,28983337,28985240.36,0.9999343333,10562840
DO NOT STAKE | Bity.com,yes,JAILED,cosmosvaloper1uv26ytrnmydyctq0s58ve2k6wn2p653mqs80fm,cosmos1uv26ytrnmydyctq0s58ve2k6wn2p653m9yn69g,,27002066,27002066,1,10562840
',,JAILED,cosmosvaloper1f6ne5ahjrrntmt88eunyatw2jj8w5rn2qmj6p2,cosmos1f6ne5ahjrrntmt88eunyatw2jj8w5rn290x0de,,22178571,22180771,0.999900815,10562840
gf.network,,JAILED,cosmosvaloper1dse76yk5jmj85jsd77ewsczc4k3u4s7a870wtj,cosmos1dse76yk5jmj85jsd77ewsczc4k3u4s7az2mm8p,,20991705,21000003.07,0.999604854,10562840
Masternode24.de,,JAILED,cosmosvaloper1lmu2hvm0prpkmacy7lw9uy3wp7fescmsuevrc9,cosmos1lmu2hvm0prpkmacy7lw9uy3wp7fescmsedck5k,,20432840,20436925.53,0.9998000906,10562840
Consensus One,,Inactive,cosmosvaloper1dm6n0u6l7vwn7nyy87gzmfjryg5jsg9kzn6kng,cosmos1dm6n0u6l7vwn7nyy87gzmfjryg5jsg9k88wrlm,,18834481,18834481,1,10562840
IZ0,,JAILED,cosmosvaloper1eup5t8pp8jq354heck53qtama7vss9l354kh6r,cosmos1eup5t8pp8jq354heck53qtama7vss9l33pzzks,,16067733,16069338.98,0.9999000592,10562840
UniverseDAO,,Inactive,cosmosvaloper10rt48q0geutn5ajrw502xuq7k5u6jq0kpf60j9,cosmos10rt48q0geutn5ajrw502xuq7k5u6jq0kyaw67k,,16000000,16000000,1,10562840
Bit Cat🐱,,JAILED,cosmosvaloper1wwspfe7whh3zu4ql5rvpg044lyk6cuu7fpnd9e,cosmos1wwspfe7whh3zu4ql5rvpg044lyk6cuu7v48cf2,,14113150,14114553.01,0.9999005985,10562840
BPSCOSMOS,,JAILED,cosmosvaloper1yyhjumfj2lvsgzwhvk6fcezgwu6q70d0j59hlf,cosmos1yyhjumfj2lvsgzwhvk6fcezgwu6q70d0hq3zn6,,12183796,12185014.5,0.9999,10562840
unicorn-ethermat-1,,JAILED,cosmosvaloper1z3xngnvpyt33dlhrsmcz6pwd4fp47uem9545ed,cosmos1z3xngnvpyt33dlhrsmcz6pwd4fp47uemqqpp47,,11294998,11294998,1,10562840
FreeValidator,,JAILED,cosmosvaloper1eez6ks7upkjf8w3eaz0vah7x3d8zkade0mwn3f,cosmos1eez6ks7upkjf8w3eaz0vah7x3d8zkade206xa6,,11004401,11005501,0.99990005,10562840
MyCointainer,,Inactive,cosmosvaloper1pxsmjzan4u833l5s72pzamlurcgk2g5m65xjlj,cosmos1pxsmjzan4u833l5s72pzamlurcgk2g5mlqj8np,,10699018,10703208.61,0.9996084721,10562840
tester,,Inactive,cosmosvaloper19yn9qg7gffzdj8t2zxfhwqdcjj8fzxt2ztzgzu,cosmos19yn9qg7gffzdj8t2zxfhwqdcjj8fzxt28lkaw0,,10460000,10460000,1,10562840
ChainPartners,,JAILED,cosmosvaloper174glllafa668rcr2qzf5m0844ve60h0urf3h6u,cosmos174glllafa668rcr2qzf5m0844ve60h0uxa9zk0,,9999003,10000003,0.9999,10562840
PlatON,,JAILED,cosmosvaloper1asazdfn60g4nakccc9leh37du0946l5fnnluy6,cosmos1asazdfn60g4nakccc9leh37du0946l5fk8tfgf,,9989100,9990000,0.9999099099,10562840
OG,,JAILED,cosmosvaloper188z55862zckmn7kuwg94sl3nw9ta9pqt3xectq,cosmos188z55862zckmn7kuwg94sl3nw9ta9pqt5jdd8n,,9977226,9979218.857,0.9998002993,10562840
reverrb_labs,,Inactive,cosmosvaloper1yett23jzwxpykht9ayf7u7qglvrd76ewz2f9l3,cosmos1yett23jzwxpykht9ayf7u7qglvrd76ew87asnz,,9000000,9000000,1,10562840
EON,,JAILED,cosmosvaloper1r6cwek6596vqzky4fezhy29qcdlv06d2laa2pk,cosmos1r6cwek6596vqzky4fezhy29qcdlv06d26ffld9,,8399567,8400267.016,0.9999166674,10562840
----------=🛸=----------,,JAILED,cosmosvaloper1n9juyach9xvnsnkeale4kc4kjgaedvsape5vf3,cosmos1n9juyach9xvnsnkeale4kc4kjgaedvsaydqe9z,,8167632,8168426.685,0.9999027126,10562840
SlowMistZone,,JAILED,cosmosvaloper1p7n5agmrptr43t9te27tz7c4tnpw2dj3s4p6jm,cosmos1p7n5agmrptr43t9te27tz7c4tnpw2dj34p407g,,8100221,8101030.097,0.9999001242,10562840
DLINODES.COM,,JAILED,cosmosvaloper1k4mtqv0y964set0ayr8e09r54mpqs4xfw0ysew,cosmos1k4mtqv0y964set0ayr8e09r54mpqs4xftms94a,,6978081,6983664.855,0.9992004406,10562840
CosmosPool.org,,JAILED,cosmosvaloper1ps7dmygt4wm72t8l9kdjetelhggsv8w77mdh33,cosmos1ps7dmygt4wm72t8l9kdjetelhggsv8w7m0ezaz,,6846624,7208412.697,0.9498102132,10562840
Public Payments,,JAILED,cosmosvaloper1t00q7dp0wslx34kee4elz496ts2uqlwphz860l,cosmos1t00q7dp0wslx34kee4elz496ts2uqlwpjkn0rv,,6196953,6198771.608,0.999706618,10562840
Sir Francis Node | 100% Carbon Compensated,,Inactive,cosmosvaloper1aj76wlhlf7rsru38crq9qn7ygyy00f9c7lxz49,cosmos1aj76wlhlf7rsru38crq9qn7ygyy00f9cmtjhek,,6070589,6070589,1,10562840
*% Fee - Mpress 🚀,,Inactive,cosmosvaloper1zmr5mglwkkru7m3q8sxcg66gxr508v6h6lv8fg,cosmos1zmr5mglwkkru7m3q8sxcg66gxr508v6hltcj9m,,4373508,4373508,1,10562840
FishKing,,JAILED,cosmosvaloper1hwu4wp5y47d2ntm3std5xeygqnqua3ekcpzp0v,cosmos1hwu4wp5y47d2ntm3std5xeygqnqua3eka4k5rl,,3999600,4000000,0.9999,10562840
O'Leary Labs,,JAILED,cosmosvaloper1dcf60vccyvqewnnm7sq5prrrrd98fzwruj2ntp,cosmos1dcf60vccyvqewnnm7sq5prrrrd98fzwrex7x8j,,3999600,4000000,0.9999,10562840
suyuuuuuuu,,JAILED,cosmosvaloper1qa8jpt4kuqq73vgen2w7julkelgursygqx4y69,cosmos1qa8jpt4kuqq73vgen2w7julkelgursyg9jp3kk,,3899700,3900000,0.9999230769,10562840
Gentarium Validator,,JAILED,cosmosvaloper1skhguug7ffln3wekpmjmnnneu8wqfg3yk2uchv,cosmos1skhguug7ffln3wekpmjmnnneu8wqfg3yn7gdml,,3499402,3500001,0.9998288572,10562840
PeopleNode,,JAILED,cosmosvaloper1xsum5hdkcckumzx8ajf3j8upr8w0vs8gcvw0dc,cosmos1xsum5hdkcckumzx8ajf3j8upr8w0vs8gac66pt,,3199700,3200000,0.99990625,10562840
ATOMI,,JAILED,cosmosvaloper1kculeejzmnac8lezfpg9ulkj5gfy5tuf9ez29w,cosmos1kculeejzmnac8lezfpg9ulkj5gfy5tufqdklfa,,3042311,3042311,1,10562840
NodeStake.top,,Inactive,cosmosvaloper19f0w9svr905fhefusyx4z8sf83j6et0g9l5yhl,cosmos19f0w9svr905fhefusyx4z8sf83j6et0gqtq3mv,,3000094,3000094,1,10562840
OurLink | ValidatorNode,,Inactive,cosmosvaloper14cqu95wlx54dzujzkyd0023t8g73ll7jpfm3pc,cosmos14cqu95wlx54dzujzkyd0023t8g73ll7jya0ydt,,3000000,3000000,1,10562840
CosmosOne,,JAILED,cosmosvaloper1pexrxk6s9aznl8ap2g8jr87ktc3a7dd8xf0etj,cosmos1pexrxk6s9aznl8ap2g8jr87ktc3a7dd8ramv8p,,2999935,3000234.839,0.9999000614,10562840
ether-one,,JAILED,cosmosvaloper1rn4gt0kphuqsdk7lu7m65gylv75q3ml4y6ns0j,cosmos1rn4gt0kphuqsdk7lu7m65gylv75q3ml4pw89rp,,2999900,3000200.02,0.9999,10562840
cosmosgbt,,JAILED,cosmosvaloper16ddmnhsxkjh6xt4n2xk36d56pndvjxcn6gffpm,cosmos16ddmnhsxkjh6xt4n2xk36d56pndvjxcnluaudg,,2999700,3000000,0.9999,10562840
walletapibeta,,,cosmosvaloper1pmdxquuver2aj60rac8efqc87yk6tu0usuwar6,cosmos1pmdxquuver2aj60rac8efqc87yk6tu0u4g6g0f,,2799803,2800001.168,0.9999292259,10562840
codeb2cc,,,cosmosvaloper1u5lcptf9kpw6psqg5xyr80t5d9l70lvcyg555w,cosmos1u5lcptf9kpw6psqg5xyr80t5d9l70lvcpuqpca,,2499802,2500000,0.9999208,10562840
Neptune Stake (TSXV:DASH),,,cosmosvaloper1k447djp2qrfk8pl44vd02qdlld2asjeepjxsep,cosmos1k447djp2qrfk8pl44vd02qdlld2asjeeyxj94j,,2446329,2446329,1,10562840
Comdex,,,cosmosvaloper1ncp4h8ckha4c6lel5wktclt4yrz4t896qawm7z,cosmos1ncp4h8ckha4c6lel5wktclt4yrz4t8969f6wj3,,2143097,2143310.664,0.999900311,10562840
test-pl-validator,,,cosmosvaloper1vulhv3det93gr20dmm32zlt3y3qgx8srk0thaf,cosmos1vulhv3det93gr20dmm32zlt3y3qgx8srnmlz36,,2100000,2100000,1,10562840
DECOMMISSIONED,,,cosmosvaloper1rfpar0qx3umnhu0f6wjp4hvnr3x6u5389e094j,cosmos1rfpar0qx3umnhu0f6wjp4hvnr3x6u538qdmsep,,2000540,2000540,1,10562840
この素晴らしい世界に祝福を,,,cosmosvaloper1urtpxwfuu8k57aqt0h5zhsvmjt4m2mmdr0juzg,cosmos1urtpxwfuu8k57aqt0h5zhsvmjt4m2mmdxmxfwm,,1999840,2000000,0.99992,10562840
anonym.ninja,,,cosmosvaloper1c5n3z6ju8e07pqmmxcn4hkqn69d8kmvq5nxnxa,cosmos1c5n3z6ju8e07pqmmxcn4hkqn69d8kmvq38jx2w,,1999800,2000000,0.9999,10562840
Darth Validator,,,cosmosvaloper1emw2f9auxyy532klzc5rkkfampgmn5ywftnv7l,cosmos1emw2f9auxyy532klzc5rkkfampgmn5ywvl8ejv,,1999800,2000000,0.9999,10562840
discontinued,,,cosmosvaloper1wrxkqna8w5ldl3twgmyne6fvt9hsfgmksrjwlj,cosmos1wrxkqna8w5ldl3twgmyne6fvt9hsfgmk4hxmnp,,1999800,2000000,0.9999,10562840
Militaires Sans Frontières,,,cosmosvaloper1gdqqf8f6wsdvgnevly7q62ez0tmfn0lm9smxws,cosmos1gdqqf8f6wsdvgnevly7q62ez0tmfn0lmqy0nzr,,1999800,2000000,0.9999,10562840
mrinal,,,cosmosvaloper1nta8dt082qts2uldz2c2at6xmx8wpdwhld0mdh,cosmos1nta8dt082qts2uldz2c2at6xmx8wpdwh6emwpy,,1999800,2000100.01,0.9998500025,10562840
nexus,,,cosmosvaloper1jmd8vcja8f7vqypxh0rceucrkt9hgsxk4kt5ad,cosmos1jmd8vcja8f7vqypxh0rceucrkt9hgsxkszlp37,,1999800,2000000,0.9999,10562840
terraform_staging_03,,,cosmosvaloper1r9lxkpqre6j4487ut882xchgr7rdtx3x76gtdp,cosmos1r9lxkpqre6j4487ut882xchgr7rdtx3xmwu7pj,,1999800,2000000,0.9999,10562840
quichxh,,,cosmosvaloper1p2mc677uxl8qfn5a9j3n9q67ja9ue3nq2zk43s,cosmos1p2mc677uxl8qfn5a9j3n9q67ja9ue3nq0kzqar,,1908250,1908250,1,10562840
consensus_networks,,,cosmosvaloper16lsdqdqcz7yywd82dtrt4nmf2u3peq4ukc8ap8,cosmos16lsdqdqcz7yywd82dtrt4nmf2u3peq4unvngd5,,1899815,1900003.959,0.9999005481,10562840
SpacePotato,,,cosmosvaloper1up3slj4nr5y23gxkvqn8h5ra9mv0pj2vrh0djk,cosmos1up3slj4nr5y23gxkvqn8h5ra9mv0pj2vxrmc79,,1700000,1700000,1,10562840
😴,,,cosmosvaloper1tjwad66qx72xyr3ydcyascrgdyhee58y5x6zdc,cosmos1tjwad66qx72xyr3ydcyascrgdyhee58y3jwhpt,,1526726,1526726,1,10562840
StakeHouse,,,cosmosvaloper1l6udzyaz8xaxv4hpagwauacm95jlcec3xlht2u,cosmos1l6udzyaz8xaxv4hpagwauacm95jlcec3rtr7x0,,1506336,1506485.623,0.9999006807,10562840
terminet,,,cosmosvaloper1cmuw9xw9pmu7y4077py92ptdaelexutn36pc6w,cosmos1cmuw9xw9pmu7y4077py92ptdaelexutn5w4dka,,1500000,1500000,1,10562840
BitMax Staking,,,cosmosvaloper10wz6lfhmqfw6egg0062ytnawaj6vr89ly5g4yg,cosmos10wz6lfhmqfw6egg0062ytnawaj6vr89lpquqgm,,1489558,1490151.971,0.9996014023,10562840
Alphemy Capital,,,cosmosvaloper16zgjnqxryhq2kftfuv8urp50x0xwt5dagemhfl,cosmos16zgjnqxryhq2kftfuv8urp50x0xwt5dadd0z9v,,1311646,1311774.642,0.999901933,10562840
AgoraNodes,,,cosmosvaloper1zgw8kzwl9na7egn7l9u8d6e2vtf0tvs896relx,cosmos1zgw8kzwl9na7egn7l9u8d6e2vtf0tvs8qwhvn4,,1230000,1230000,1,10562840
heaven,,,cosmosvaloper1w0494h0l4mneaq7ajkrcjvn73m2n04l87j2nst,cosmos1w0494h0l4mneaq7ajkrcjvn73m2n04l8mx7xuc,,1169369,1169953.858,0.9995001019,10562840
LiebiPool,,,cosmosvaloper1jjstwduq89rzkw4qcsk0q7d4ycq5ktmqd7nrmg,cosmos1jjstwduq89rzkw4qcsk0q7d4ycq5ktmqg28khm,,1120799,1120904.696,0.9999057048,10562840
derekC,,,cosmosvaloper1y8eg24xd5kw789t56pqsf3qakkakhgx3xxc7ff,cosmos1y8eg24xd5kw789t56pqsf3qakkakhgx3rjvt96,,1100000,1100000,1,10562840
axepool,,,cosmosvaloper1sx8wwjyzxsu02mkld488nps8p8anlsr47ygka5,cosmos1sx8wwjyzxsu02mkld488nps8p8anlsr4msur38,,1099900,1100000,0.9999090909,10562840
My Basement Validator,,,cosmosvaloper1lc4wdzlvryg7fk9fc39d3yceu56gv4ea4jet3z,cosmos1lc4wdzlvryg7fk9fc39d3yceu56gv4easxd7a3,,1099900,1100000,0.9999090909,10562840
cosmos-hub.com,,,cosmosvaloper16j5uk7zt8kha0w4637h36kuxrmlarrg0qfwlgz,cosmos16j5uk7zt8kha0w4637h36kuxrmlarrg09a62y3,,1090900,1091000,0.999908341,10562840
Atom Sandler,,,cosmosvaloper1cql9ska0xl2rkg6gcv0np4333gn6fygs55asrs,cosmos1cql9ska0xl2rkg6gcv0np4333gn6fygs3qf90r,,1063756,1063861.358,0.9999009666,10562840
fishegg.net,,,cosmosvaloper159eexl76jlygrxnfreehl3j9tt70d8wfnn39fw,cosmos159eexl76jlygrxnfreehl3j9tt70d8wfk89s9a,,1039364,1039556.781,0.9998145545,10562840
offline,,,cosmosvaloper12knqu4ecmg0982plzs9m9f5jareh0cvegcw3wu,cosmos12knqu4ecmg0982plzs9m9f5jareh0cvedv6yz0,,1014988,1014988,1,10562840
DUAL.systems,,,cosmosvaloper1kmvhdc3p57q4pwsn2txaluvuxfugeg39zqj783,cosmos1kmvhdc3p57q4pwsn2txaluvuxfugeg3985xttz,,1010811,1011112.111,0.999702198,10562840
KiKi Finance,,,cosmosvaloper1tzp2tz0w2eld69jhmyvlalcrjez3tw9g3hzd00,cosmos1tzp2tz0w2eld69jhmyvlalcrjez3tw9g5rkcru,,1010000,1010000,1,10562840
kreios,,,cosmosvaloper1rl23sesp9qc7j9cmntl75v3uu4zetjxnuqskea,cosmos1rl23sesp9qc7j9cmntl75v3uu4zetjxne5yr4w,,1009900,1009900,1,10562840
WALLAKIA,,,cosmosvaloper143g8ag20zg42z7h2j3dszw52ac6alyv876p2q8,cosmos143g8ag20zg42z7h2j3dszw52ac6alyv8mw4lv5,,1009900,1010000,0.9999009901,10562840
Staker Space,,,cosmosvaloper1crf28v52ptkygcw07kr79rw8dme7v2m2sy0p0p,cosmos1crf28v52ptkygcw07kr79rw8dme7v2m24sm5rj,,1004344,1004344,1,10562840
infstones,,,cosmosvaloper1hj795mnfrvesljfw7kev938tagumezammnasa3,cosmos1hj795mnfrvesljfw7kev938tagumezam78f93z,,1000100,1000100,1,10562840
Deprecated,,,cosmosvaloper16m93gjfqvnjajzrfyszml8qm92a0w67nwxrca7,cosmos16m93gjfqvnjajzrfyszml8qm92a0w67ntjhd3d,,1000088,1000088,1,10562840
Simply VC Genesis,,,cosmosvaloper1vjqault583hwktfj63k2hh7r02sj2a66fmvzqz,cosmos1vjqault583hwktfj63k2hh7r02sj2a66v0chv3,,1000016,1000016,1,10562840
ghost,,,cosmosvaloper1vz0clw0mqw5cjvmk38hg6nakkmvwugxrrhjhkg,cosmos1vz0clw0mqw5cjvmk38hg6nakkmvwugxrxrxz6m,,1000003,1000181.989,0.9998210439,10562840
ChainPool,,,cosmosvaloper1cf9yqlamxgeza4nsn7y08vpkcs7qqjp46k6s3t,cosmos1cf9yqlamxgeza4nsn7y08vpkcs7qqjp4lzw9ac,,1000001,1000001,1,10562840
Dude's Node Abides,,,cosmosvaloper193qmr3zvz0s6g4ngez5euja7ynwrwx8amer9qt,cosmos193qmr3zvz0s6g4ngez5euja7ynwrwx8a7dhsvc,,1000001,1000001,1,10562840
KuCoin,yes,,cosmosvaloper157qezau9xnzypse3vu2vhs7r4ee83fdecew0fz,cosmos157qezau9xnzypse3vu2vhs7r4ee83fdead6693,VOTE_NIL,1000001,1000001,1,10562840
Appeal2Heaven,,,cosmosvaloper1skhpmqtr8nw2takaduwh4ve5zk9pm5h5tnwlsx,cosmos1skhpmqtr8nw2takaduwh4ve5zk9pm5h5w862u4,,1000000,1000000,1,10562840
Aquanode,,,cosmosvaloper1hw236j2f6ny4kc5r0dsy53avvxj25hpfaw2pl8,cosmos1hw236j2f6ny4kc5r0dsy53avvxj25hpfc675n5,,1000000,1000000,1,10562840
Bajun,,,cosmosvaloper1ylz6tqpgz0flpl6h5szmj6mmzyr598rqu936th,cosmos1ylz6tqpgz0flpl6h5szmj6mmzyr598rqe3908y,,1000000,1000000,1,10562840
BitStack-0,,,cosmosvaloper1zk49r55txl9a7nttjcsqjrg5lus8hckkhgzez7,cosmos1zk49r55txl9a7nttjcsqjrg5lus8hckkjukvwd,,1000000,1000000,1,10562840
Blofin,,,cosmosvaloper16t2500p3la7zj6793zqa4an247mgqmhgpwfq4c,cosmos16t2500p3la7zj6793zqa4an247mgqmhgy6a4et,,1000000,1000000,1,10562840
CEX.IO ❤️🇺🇦,yes,https://cex.io/,cosmosvaloper1yw5s259jkcg0jzmh7sce29uk0lqqw2ump7578p,cosmos1yw5s259jkcg0jzmh7sce29uk0lqqw2umy2qttj,VOTE_NIL,1000000,1000000,1,10562840
Coinpayu,,,cosmosvaloper1nths3ruxgdthfxx3y8d4a9wfq5a2mkwhvc3k8g,cosmos1nths3ruxgdthfxx3y8d4a9wfq5a2mkwhfv9rtm,,1000000,1000000,1,10562840
ColmenaSvQ🐝,,,cosmosvaloper16gdxm24ht2mxtpz9cma6tr6a6d47x63h65p52c,cosmos16gdxm24ht2mxtpz9cma6tr6a6d47x63hlq4pxt,,1000000,1000000,1,10562840
dummy,,,cosmosvaloper1xfx3pgwyq60jr4xp4z3l3h7xvxh40z4zu6xh9h,cosmos1xfx3pgwyq60jr4xp4z3l3h7xvxh40z4zewjzfy,,1000000,1000000,1,10562840
endgame,,,cosmosvaloper1awqm5sweq0z3uyl49ge7rcxpd5lpeln3ldnapc,cosmos1awqm5sweq0z3uyl49ge7rcxpd5lpeln36e8gdt,,1000000,1000000,1,10562840
Event Horizon,,,cosmosvaloper177cagfvevhhr4uv7fhw3n79e0jv8e96cdyc3wd,cosmos177cagfvevhhr4uv7fhw3n79e0jv8e96cgsvyz7,,1000000,1000000,1,10562840
hy-hydrogen,,,cosmosvaloper1lapm2cq4qjrl4fm5xcftfhg245m63d307y6u7j,cosmos1lapm2cq4qjrl4fm5xcftfhg245m63d30mswfjp,,1000000,1000000,1,10562840
InActive,,,cosmosvaloper1jgczjsz3tugudsutektmr9z9lmv8u6vy0l2de7,cosmos1jgczjsz3tugudsutektmr9z9lmv8u6vy2t7c4d,,1000000,1000000,1,10562840
jeco-validator,,,cosmosvaloper1gthj23tp74rcfr4rhjrspvgy4vt4zxfew5jlxe,cosmos1gthj23tp74rcfr4rhjrspvgy4vt4zxfetqx222,,1000000,1000000,1,10562840
Oldcat,,,cosmosvaloper1kcyzayulrznla8dsf099t4ezzuqtnxay6y6xdv,cosmos1kcyzayulrznla8dsf099t4ezzuqtnxaylswnpl,,1000000,1000000,1,10562840
raullenchaix,,,cosmosvaloper1zhunuh23rvhm95j0cwe8dhx3ka4chpz93vl8ep,cosmos1zhunuh23rvhm95j0cwe8dhx3ka4chpz95ctj4j,,1000000,1000000,1,10562840
SenseiNode,,,cosmosvaloper18kannwa9p5kgxj8xtf9yl9ys5hvt3wptlj87nc,cosmos18kannwa9p5kgxj8xtf9yl9ys5hvt3wpt6xntlt,,1000000,1000000,1,10562840
SOLOMINING,,,cosmosvaloper18geu56wqva2pmqm6sf6vpqr38pdfpp7j6xmze4,cosmos18geu56wqva2pmqm6sf6vpqr38pdfpp7jlj0h4x,,1000000,1000000,1,10562840
Spacebot,,,cosmosvaloper1zwrav6vq7a9g37vwt6nl8ra63hhc20emsmvyp5,cosmos1zwrav6vq7a9g37vwt6nl8ra63hhc20em40c3d8,,1000000,1000000,1,10562840
test,,,cosmosvaloper19vgwu99fdawejnedgsfx8dmxuc0z4emj0eaf8p,cosmos19vgwu99fdawejnedgsfx8dmxuc0z4emj2dfutj,,1000000,1000000,1,10562840
windpowerstake,,,cosmosvaloper1am80fauk3gnzcr76ylg0yju4f0chen5xke6pwk,cosmos1am80fauk3gnzcr76ylg0yju4f0chen5xndw5z9,,1000000,1000000,1,10562840
SpaceTimeContinuum,,,cosmosvaloper1tr5var87ga3fyy9d0r76uurpmkfm05rg37xacn,cosmos1tr5var87ga3fyy9d0r76uurpmkfm05rg52jg5q,,999921,1000020.001,0.9999010011,10562840
Cosmoon,,,cosmosvaloper1402ggxz5u6vm29sqztwqq8vxs3ke6dmwl2z5dk,cosmos1402ggxz5u6vm29sqztwqq8vxs3ke6dmw67kpp9,,999913,1000110.002,0.99980302,10562840
ms-stage,,,cosmosvaloper19tfkpy26wpdanzjqwag8yyxsygsxgwzsqxmnuw,cosmos19tfkpy26wpdanzjqwag8yyxsygsxgwzs9j0xsa,,999910,1000000.743,0.9999092569,10562840
cosmos-sta,,,cosmosvaloper1khnuwdpnyv6utvqx3plt3x6makh3rc9tv0wvv9,cosmos1khnuwdpnyv6utvqx3plt3x6makh3rc9tfm6eqk,,999908,1000000.349,0.9999076511,10562840
btd,,,cosmosvaloper17zcpywlhgcpk7ff505vr8mnc4wwpv5fcta6enz,cosmos17zcpywlhgcpk7ff505vr8mnc4wwpv5fcwfwvl3,,999905,1000004.9,0.9999001002,10562840
good boi node,,,cosmosvaloper1g48qthza73rv7rl3t823sxp0539k47c7k8fjqp,cosmos1g48qthza73rv7rl3t823sxp0539k47c7nna8vj,,999903,1000000.338,0.9999026619,10562840
deleteme,,,cosmosvaloper1dt4h3hn9zpxvm2t26erf96aaszp3va2wkq28ez,cosmos1dt4h3hn9zpxvm2t26erf96aaszp3va2wn57j43,,999902,1000000.19,0.99990181,10562840
bigone-pool,,,cosmosvaloper1vzvx9zq9czxedvtsvwdtxuslsn67q2vmvr9wej,cosmos1vzvx9zq9czxedvtsvwdtxuslsn67q2vmfh3m4p,,999900,1000000,0.9999,10562840
biki-cosval,,,cosmosvaloper10m2qyuzp2smf4wqpfzhvlrun9vnf7ts8c72akw,cosmos10m2qyuzp2smf4wqpfzhvlrun9vnf7ts8a27g6a,,999900,1000000,0.9999,10562840
BlockPool,,,cosmosvaloper18algml7fg04amyhz0ss5h9m92k5g3ldwvd4fk3,cosmos18algml7fg04amyhz0ss5h9m92k5g3ldwfepu6z,,999900,1000000,0.9999,10562840
BlockPool.com,,,cosmosvaloper1n5xufj0753hvhv6q09f5lh29s57epnrl59lpp6,cosmos1n5xufj0753hvhv6q09f5lh29s57epnrl33t5df,,999900,1000000,0.9999,10562840
blocktest,,,cosmosvaloper1vsc7v43kmz7m8kpcxlwwjysa72k5u5gpknu57h,cosmos1vsc7v43kmz7m8kpcxlwwjysa72k5u5gpn8gpjy,,999900,1000000,0.9999,10562840
blocktest111,,,cosmosvaloper1v34d48p2z8mttnly3n9es2aqsqkem9pr6f0fdy,cosmos1v34d48p2z8mttnly3n9es2aqsqkem9prlamuph,,999900,1000000,0.9999,10562840
Deperacated,,,cosmosvaloper1jw8ett8uzrvjjhfcyajwcnckfl64npwxvlz2q8,cosmos1jw8ett8uzrvjjhfcyajwcnckfl64npwxftklv5,,999900,1000000,0.9999,10562840
